"Row ID"|"Order ID"|"Order Date"|"Order Priority"|"Order Quantity"|"Sales"|"Discount"|"Ship Mode"|"Profit"|"Unit Price"|"Shipping Cost"|"Customer Name"|"Customer Age"|"City"|"Zip Code"|"State"|"Region"|"Customer Segment"|"Product Category"|"Product Sub-Category"|"Product Name"|"Product Container"|"Product Base Margin"|"Ship Date"
"3522"|"25063"|"2012-06-29"|"Not Specified"|"24"|"711.875"|"0.04"|"Regular Air"|"217.33"|"35.99"|"3.3"|"Emily Grady"|"41.0"|"Springville"|"84663"|"Utah"|"West"|"Home Office"|"Technology"|"Telephones and Communication"|"Accessory9"|"Small Pack"|"0.39"|"6/29/12"
"4480"|"31877"|"2012-06-29"|"Medium"|"34"|"285.06"|"0.08"|"Regular Air"|"-211.54"|"8.37"|"10.16"|"Duane Huffman"|"41.0"|"Laredo"|"78041"|"Texas"|"Central"|"Consumer"|"Furniture"|"Office Furnishings"|"Westinghouse Clip-On Gooseneck Lamps"|"Large Box"|"0.59"|"6/29/12"
"7742"|"55429"|"2012-06-29"|"High"|"43"|"260.59"|"0.09"|"Regular Air"|"-157.76"|"6.48"|"7.03"|"Nathan Cano"|"41.0"|"Edina"|"55410"|"Minnesota"|"Central"|"Consumer"|"Office Supplies"|"Paper"|"Xerox 214"|"Small Box"|"0.37"|"2007-01-12 00:00:00"
"2794"|"20135"|"2012-06-30"|"Critical"|"44"|"115.24"|"0.03"|"Regular Air"|"43.23"|"2.61"|"0.5"|"Susan MacKendrick"|"41.0"|"Ocoee"|"34761"|"Florida"|"South"|"Corporate"|"Office Supplies"|"Labels"|"Avery 494"|"Small Box"|"0.39"|"6/30/12"
"2795"|"20135"|"2012-06-30"|"Critical"|"28"|"9601.94"|"0.08"|"Delivery Truck"|"2428.59"|"349.45"|"60.0"|"Susan MacKendrick"|"41.0"|"Orlando"|"32839"|"Florida"|"South"|"Corporate"|"Furniture"|"Tables"|"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"|"Jumbo Drum"|""|"2007-02-12 00:00:00"
"4832"|"34374"|"2012-06-30"|"Low"|"42"|"344.57"|"0.04"|"Regular Air"|"37.41"|"8.33"|"1.99"|"Frank Olsen"|"41.0"|"Coos Bay"|"97420"|"Oregon"|"West"|"Small Business"|"Technology"|"Computer Peripherals"|"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples"|"Small Pack"|"0.52"|"2007-07-12 00:00:00"
"5140"|"36647"|"2012-06-30"|"High"|"21"|"179.98"|"0.01"|"Regular Air"|"38.7"|"7.89"|"2.82"|"Christy Brittain"|"41.0"|"Santa Rosa"|"95404"|"California"|"West"|"Consumer"|"Office Supplies"|"Rubber Bands"|"Staples Vinyl Coated Paper Clips, 800/Box"|"Wrap Bag"|"0.4"|"2007-01-12 00:00:00"
"5141"|"36647"|"2012-06-30"|"High"|"16"|"55.44"|"0.09"|"Regular Air"|"-21.91"|"3.68"|"1.32"|"Christy Brittain"|"41.0"|"Santa Rosa"|"95404"|"California"|"West"|"Consumer"|"Office Supplies"|"Scissors, Rulers and Trimmers"|"*Staples* vLetter Openers, 2/Pack"|"Wrap Bag"|"0.83"|"2007-01-12 00:00:00"
"5142"|"36647"|"2012-06-30"|"High"|"18"|"174.62"|"0.1"|"Regular Air"|"-119.77"|"9.71"|"9.45"|"Christy Brittain"|"41.0"|"Santa Rosa"|"95404"|"California"|"West"|"Consumer"|"Office Supplies"|"Storage & Organization"|"Filing/Storage Totes and Swivel Casters"|"Small Box"|"0.6"|"2007-03-12 00:00:00"
"5689"|"40224"|"2012-06-30"|"Low"|"14"|"890.9"|"0.05"|"Express Air"|"404.29"|"63.94"|"14.48"|"Sally Hughsby"|"41.0"|"North Royalton"|"44133"|"Ohio"|"East"|"Consumer"|"Furniture"|"Office Furnishings"|"Howard Miller 16\" Diameter Gallery Wall Clock"|"Small Box"|"0.46"|"2007-07-12 00:00:00"
"5958"|"42279"|"2012-06-30"|"Not Specified"|"44"|"1431.0"|"0.02"|"Express Air"|"-55.78"|"30.98"|"6.5"|"Harold Ryan"|"41.0"|"Westlake"|"44145"|"Ohio"|"East"|"Home Office"|"Technology"|"Computer Peripherals"|"Logitech Internet Navigator Keyboard"|"Small Box"|"0.79"|"2007-01-12 00:00:00"
"7790"|"55746"|"2012-06-30"|"Not Specified"|"29"|"324.75"|"0.07"|"Regular Air"|"-36.87"|"11.29"|"5.03"|"Georgia Rosenberg"|"41.0"|"Alexandria"|"22304"|"Virginia"|"South"|"Consumer"|"Office Supplies"|"Storage & Organization"|"X-Rack File for Hanging Folders"|"Small Box"|"0.59"|"2007-02-12 00:00:00"
"1232"|"8997"|"2007-01-12"|"Low"|"40"|"17279.62"|"0.04"|"Regular Air"|"4176.25"|"449.99"|"24.49"|"Tony Sayre"|"41.0"|"Mount Vernon"|"98273"|"Washington"|"West"|"Small Business"|"Technology"|"Copiers and Fax"|"Canon PC940 Copier"|"Large Box"|"0.52"|"2007-05-12 00:00:00"
"1233"|"8997"|"2007-01-12"|"Low"|"20"|"120.3"|"0.01"|"Regular Air"|"20.38"|"5.84"|"1.2"|"Tony Sayre"|"41.0"|"Mount Vernon"|"98273"|"Washington"|"West"|"Small Business"|"Office Supplies"|"Pens & Art Supplies"|"Newell 312"|"Wrap Bag"|"0.55"|"2007-10-12 00:00:00"
"2993"|"21602"|"2007-01-12"|"Critical"|"6"|"2170.61"|"0.01"|"Delivery Truck"|"-62.29"|"348.21"|"40.19"|"Jack O'Briant"|"41.0"|"Clinton"|"39056"|"Mississippi"|"South"|"Small Business"|"Furniture"|"Tables"|"Bretford CR4500 Series Slim Rectangular Table"|"Jumbo Box"|"0.62"|"2007-04-12 00:00:00"
"4823"|"34275"|"2007-01-12"|"Low"|"27"|"123.46"|"0.07"|"Regular Air"|"26.66"|"4.84"|"0.71"|"Greg Guthrie"|"41.0"|"Kokomo"|"46901"|"Indiana"|"Central"|"Small Business"|"Office Supplies"|"Pens & Art Supplies"|"*Staples* Highlighting Markers"|"Wrap Bag"|"0.52"|"2007-03-12 00:00:00"
"4824"|"34275"|"2007-01-12"|"Low"|"3"|"6041.01"|"0.04"|"Delivery Truck"|"-4793.0"|"2036.48"|"14.7"|"Greg Matthias"|"41.0"|"Fort Collins"|"80525"|"Colorado"|"West"|"Small Business"|"Technology"|"Office Machines"|"Lexmark 4227 Plus Dot Matrix Printer"|"Jumbo Drum"|"0.55"|"2007-06-12 00:00:00"
"5812"|"41216"|"2007-01-12"|"Not Specified"|"8"|"253.26"|"0.02"|"Regular Air"|"49.66"|"29.17"|"6.27"|"Kean Takahito"|"41.0"|"Peachtree City"|"30269"|"Georgia"|"South"|"Home Office"|"Office Supplies"|"Binders and Binder Accessories"|"Binding Machine Supplies"|"Small Box"|"0.37"|"2007-02-12 00:00:00"
"5813"|"41216"|"2007-01-12"|"Not Specified"|"45"|"6865.072"|"0.0"|"Delivery Truck"|"1117.24"|"179.29"|"29.21"|"Kean Takahito"|"41.0"|"Peachtree City"|"30269"|"Georgia"|"South"|"Home Office"|"Furniture"|"Tables"|"Bevis Round Conference Table Top, X-Base"|"Jumbo Box"|"0.74"|"2007-03-12 00:00:00"
"6674"|"47494"|"2007-01-12"|"High"|"42"|"1967.83"|"0.04"|"Regular Air"|"659.6"|"45.19"|"1.99"|"Marc Crier"|"41.0"|"West Memphis"|"72301"|"Arkansas"|"South"|"Consumer"|"Technology"|"Computer Peripherals"|"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus"|"Small Pack"|"0.55"|"2007-02-12 00:00:00"
"6675"|"47494"|"2007-01-12"|"High"|"9"|"52.59"|"0.03"|"Regular Air"|"-28.14"|"4.98"|"6.07"|"Marc Crier"|"41.0"|"West Memphis"|"72301"|"Arkansas"|"South"|"Consumer"|"Office Supplies"|"Paper"|"Xerox 1897"|"Small Box"|"0.36"|"2007-01-12 00:00:00"
"7549"|"54019"|"2007-01-12"|"Low"|"35"|"4233.15"|"0.08"|"Delivery Truck"|"1219.87"|"120.97"|"26.3"|"Aaron Bergman"|"41.0"|"Anacortes"|"98221"|"Washington"|"West"|"Corporate"|"Technology"|"Office Machines"|"Canon S750 Color Inkjet Printer"|"Jumbo Drum"|"0.38"|"2007-08-12 00:00:00"
"1054"|"7782"|"2007-02-12"|"Critical"|"20"|"1205.73"|"0.07"|"Express Air"|"310.93"|"60.97"|"4.5"|"Maxwell Schwartz"|"41.0"|"New Bern"|"28560"|"North Carolina"|"South"|"Corporate"|"Office Supplies"|"Appliances"|"Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection"|"Small Box"|"0.56"|"2007-04-12 00:00:00"
"1595"|"11527"|"2007-02-12"|"Medium"|"45"|"4629.67"|"0.04"|"Regular Air"|"2860.71"|"99.23"|"8.99"|"Ben Wallace"|"41.0"|"Watertown"|"13601"|"New York"|"East"|"Home Office"|"Furniture"|"Office Furnishings"|"GE 48\" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"|"Small Pack"|"0.35"|"2007-04-12 00:00:00"
"4118"|"29287"|"2007-02-12"|"High"|"50"|"281.39"|"0.1"|"Regular Air"|"-106.4"|"5.74"|"5.01"|"Edward Hooks"|"41.0"|"Carol Stream"|"60188"|"Illinois"|"Central"|"Consumer"|"Office Supplies"|"Binders and Binder Accessories"|"Binder Posts"|"Small Box"|"0.39"|"2007-04-12 00:00:00"
"4119"|"29287"|"2007-02-12"|"High"|"49"|"12593.91"|"0.09"|"Delivery Truck"|"2699.67"|"270.97"|"28.06"|"Edward Hooks"|"41.0"|"Carol Stream"|"60188"|"Illinois"|"Central"|"Consumer"|"Technology"|"Office Machines"|"Epson LQ-570e Dot Matrix Printer"|"Jumbo Drum"|"0.56"|"2007-04-12 00:00:00"
"6497"|"46244"|"2007-02-12"|"Medium"|"10"|"601.57"|"0.09"|"Delivery Truck"|"-247.25"|"60.98"|"30.0"|"Arthur Gainer"|"41.0"|"Seminole"|"33772"|"Florida"|"South"|"Consumer"|"Furniture"|"Chairs & Chairmats"|"Novimex Fabric Task Chair"|"Jumbo Drum"|"0.7"|"2007-03-12 00:00:00"
"6498"|"46244"|"2007-02-12"|"Medium"|"9"|"157.42"|"0.05"|"Regular Air"|"-18.68"|"17.48"|"1.99"|"Arthur Gainer"|"41.0"|"Seminole"|"33772"|"Florida"|"South"|"Consumer"|"Technology"|"Computer Peripherals"|"Maxell Pro 80 Minute CD-R, 10/Pack"|"Small Pack"|"0.45"|"2007-04-12 00:00:00"
"7059"|"50373"|"2007-02-12"|"Critical"|"9"|"1455.04"|"0.06"|"Regular Air"|"-7.58"|"161.55"|"19.99"|"Christina Vanderzanden"|"41.0"|"Raytown"|"64133"|"MO"|"Central"|"Small Business"|"Office Supplies"|"Storage & Organization"|"Fellowes Super Stor/Drawer Files"|"Small Box"|"0.66"|"2007-03-12 00:00:00"
"8102"|"57827"|"2007-02-12"|"Medium"|"24"|"2453.3"|"0.05"|"Delivery Truck"|"-111.4"|"100.98"|"35.84"|"Andrew Roberts"|"41.0"|"Richland"|"99352"|"Washington"|"West"|"Home Office"|"Furniture"|"Bookcases"|"Bush Westfield Collection Bookcases, Fully Assembled"|"Jumbo Box"|"0.62"|"2007-04-12 00:00:00"
"8103"|"57827"|"2007-02-12"|"Medium"|"29"|"147.02"|"0.02"|"Regular Air"|"-77.03"|"4.98"|"5.49"|"Andrew Roberts"|"41.0"|"Richland"|"99352"|"Washington"|"West"|"Home Office"|"Office Supplies"|"Paper"|"Xerox 1952"|"Small Box"|"0.38"|"2007-03-12 00:00:00"
"3163"|"22695"|"2007-03-12"|"Low"|"44"|"444.52"|"0.02"|"Regular Air"|"161.13"|"10.06"|"2.06"|"Joy Smith"|"41.0"|"Valparaiso"|"46383"|"Indiana"|"Central"|"Consumer"|"Office Supplies"|"Paper"|"Riverleaf Stik-Withit Designer Note Cubes"|"Wrap Bag"|"0.39"|"2007-08-12 00:00:00"
"3902"|"27840"|"2007-03-12"|"High"|"8"|"1209.37"|"0.09"|"Delivery Truck"|"-407.85"|"150.98"|"66.27"|"Maria Bertelson"|"41.0"|"Gladstone"|"64118"|"MO"|"Central"|"Home Office"|"Furniture"|"Bookcases"|"Bush Mission Pointe Library"|"Jumbo Box"|"0.65"|"2007-04-12 00:00:00"
"4321"|"30785"|"2007-03-12"|"High"|"7"|"55.81"|"0.03"|"Regular Air"|"-35.04"|"6.48"|"8.73"|"Neil Ducich"|"41.0"|"Edina"|"55410"|"Minnesota"|"Central"|"Home Office"|"Office Supplies"|"Paper"|"Xerox 227"|"Small Box"|"0.37"|"2007-05-12 00:00:00"
"4322"|"30785"|"2007-03-12"|"High"|"38"|"373.07"|"0.07"|"Regular Air"|"149.53"|"9.93"|"1.09"|"Neil Ducich"|"41.0"|"Fridley"|"55432"|"Minnesota"|"Central"|"Home Office"|"Office Supplies"|"Pens & Art Supplies"|"Peel-Off China Markers"|"Wrap Bag"|"0.43"|"2007-06-12 00:00:00"
"5344"|"37987"|"2007-03-12"|"High"|"26"|"299.07"|"0.1"|"Regular Air"|"137.47"|"12.53"|"0.49"|"Michael Moore"|"41.0"|"Panama City"|"32404"|"Florida"|"South"|"Corporate"|"Office Supplies"|"Labels"|"Round Specialty Laser Printer Labels"|"Small Box"|"0.38"|"2007-04-12 00:00:00"
"5345"|"37987"|"2007-03-12"|"High"|"5"|"708.87"|"0.1"|"Delivery Truck"|"-270.85"|"146.34"|"43.75"|"Michael Moore"|"41.0"|"Panama City"|"32404"|"Florida"|"South"|"Corporate"|"Furniture"|"Tables"|"Bevis Round Conference Table Top & Single Column Base"|"Jumbo Box"|"0.64"|"2007-04-12 00:00:00"
"6094"|"43172"|"2007-03-12"|"Low"|"19"|"28.34"|"0.09"|"Regular Air"|"1.68"|"1.48"|"0.7"|"Liz Willingham"|"41.0"|"Ithaca"|"14853"|"New York"|"East"|"Corporate"|"Office Supplies"|"Rubber Bands"|"Binder Clips by OIC"|"Wrap Bag"|"0.37"|"2007-05-12 00:00:00"
"6699"|"47713"|"2007-03-12"|"High"|"34"|"3419.1505"|"0.0"|"Regular Air"|"858.58"|"115.99"|"5.92"|"Marc Harrigan"|"41.0"|"Sterling Heights"|"48310"|"Michigan"|"Central"|"Home Office"|"Technology"|"Telephones and Communication"|""|"Small Box"|"0.58"|"2007-03-12 00:00:00"
"197"|"1287"|"2007-04-12"|"High"|"39"|"3908.65"|"0.06"|"Regular Air"|"480.57"|"105.29"|"10.12"|"Mitch Willingham"|"41.0"|"Roswell"|"30076"|"Georgia"|"South"|"Corporate"|"Furniture"|"Office Furnishings"|"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets"|"Large Box"|"0.79"|"2007-06-12 00:00:00"
"4595"|"32706"|"2007-04-12"|"Critical"|"5"|"2017.5"|"0.03"|"Delivery Truck"|"-663.51"|"399.98"|"12.06"|"Matt Abelman"|"41.0"|"Brooklyn Park"|"55445"|"Minnesota"|"Central"|"Home Office"|"Technology"|"Office Machines"|"Okidata ML320 Series Turbo Dot Matrix Printers"|"Jumbo Box"|"0.56"|"2007-06-12 00:00:00"
"5057"|"36067"|"2007-04-12"|"High"|"37"|"6176.29"|"0.04"|"Express Air"|"1499.94"|"165.2"|"19.99"|"Dave Poirier"|"41.0"|"Redding"|"96003"|"California"|"West"|"Small Business"|"Office Supplies"|"Storage & Organization"|"Economy Rollaway Files"|"Small Box"|"0.59"|"2007-06-12 00:00:00"
"5819"|"41282"|"2007-04-12"|"Medium"|"39"|"916.05"|"0.08"|"Regular Air"|"-21.9"|"24.92"|"12.98"|"Eileen Kiefer"|"41.0"|"Waxahachie"|"75165"|"Texas"|"Central"|"Consumer"|"Office Supplies"|"Binders and Binder Accessories"|"GBC Standard Therm-A-Bind Covers"|"Small Box"|"0.39"|"2007-06-12 00:00:00"
"7467"|"53312"|"2007-04-12"|"Medium"|"23"|"8413.23"|"0.05"|"Regular Air"|"2464.75"|"363.25"|"19.99"|"Edward Nazzal"|"41.0"|"Waco"|"76706"|"Texas"|"Central"|"Home Office"|"Office Supplies"|"Appliances"|"Hoover WindTunnel Plus Canister Vacuum"|"Small Box"|"0.57"|"2007-06-12 00:00:00"
"7468"|"53312"|"2007-04-12"|"Medium"|"30"|"105.45"|"0.06"|"Regular Air"|"-173.36"|"3.34"|"7.49"|"Edward Nazzal"|"41.0"|"Waco"|"76706"|"Texas"|"Central"|"Home Office"|"Office Supplies"|"Pens & Art Supplies"|"Eldon Spacemaker Box, Quick-Snap Lid, Clear"|"Wrap Bag"|"0.54"|"2007-05-12 00:00:00"
"7831"|"56002"|"2007-04-12"|"Low"|"21"|"514.53"|"0.04"|"Regular Air"|"149.31"|"23.99"|"6.71"|"Dave Hallsten"|"41.0"|"Bryan"|"77803"|"Texas"|"Central"|"Corporate"|"Office Supplies"|"Envelopes"|"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"|"Small Box"|"0.35"|"2007-06-12 00:00:00"
"7832"|"56002"|"2007-04-12"|"Low"|"14"|"748.84"|"0.09"|"Regular Air"|"286.7"|"55.98"|"4.86"|"Dave Hallsten"|"41.0"|"Burleson"|"76028"|"Texas"|"Central"|"Corporate"|"Office Supplies"|"Paper"|"Xerox 1908"|"Small Box"|"0.36"|"2007-08-12 00:00:00"
"7833"|"56002"|"2007-04-12"|"Low"|"9"|"1497.93"|"0.05"|"Regular Air"|"35.31"|"161.55"|"19.99"|"Dave Hallsten"|"41.0"|"Burleson"|"76028"|"Texas"|"Central"|"Corporate"|"Office Supplies"|"Storage & Organization"|"Fellowes Super Stor/Drawer Files"|"Small Box"|"0.66"|"2007-11-12 00:00:00"
"7834"|"56002"|"2007-04-12"|"Low"|"14"|"3857.56"|"0.07"|"Regular Air"|"-377.81"|"290.98"|"69.0"|"Dave Hallsten"|"41.0"|"Burleson"|"76028"|"Texas"|"Central"|"Corporate"|"Furniture"|"Tables"|"Hon 5100 Series Wood Tables"|"Large Box"|"0.67"|"2007-06-12 00:00:00"
"536"|"3649"|"2007-05-12"|"Low"|"8"|"79.42"|"0.01"|"Regular Air"|"-15.46"|"8.88"|"6.28"|"Brad Thomas"|"41.0"|"Los Altos"|"94024"|"California"|"West"|"Home Office"|"Office Supplies"|"Binders and Binder Accessories"|"GBC Instant Index System for Binding Systems"|"Small Box"|"0.35"|"2007-10-12 00:00:00"
"537"|"3649"|"2007-05-12"|"Low"|"26"|"75.6"|"0.06"|"Regular Air"|"17.14"|"2.88"|"0.99"|"Brad Thomas"|"41.0"|"Los Altos"|"94024"|"California"|"West"|"Home Office"|"Office Supplies"|"Labels"|"Avery 514"|"Small Box"|"0.36"|"7/14/12"
"3791"|"27013"|"2007-05-12"|"Low"|"28"|"2232.15"|"0.05"|"Regular Air"|"-746.44"|"80.98"|"35.0"|"Fred Harton"|"41.0"|"Commerce City"|"80022"|"Colorado"|"West"|"Home Office"|"Office Supplies"|"Storage & Organization"|"Carina Double Wide Media Storage Towers in Natural & Black"|"Large Box"|"0.81"|"2007-09-12 00:00:00"
"3792"|"27013"|"2007-05-12"|"Low"|"26"|"7007.19"|"0.05"|"Regular Air"|"-274.95"|"279.48"|"35.0"|"Fred Harton"|"41.0"|"Commerce City"|"80022"|"Colorado"|"West"|"Home Office"|"Office Supplies"|"Storage & Organization"|"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"|"Large Box"|"0.8"|"2007-05-12 00:00:00"
"3334"|"23844"|"2007-06-12"|"Not Specified"|"40"|"1861.36"|"0.0"|"Regular Air"|"627.85"|"42.98"|"4.62"|"Michael Granlund"|"41.0"|"Coon Rapids"|"55433"|"Minnesota"|"Central"|"Home Office"|"Office Supplies"|"Appliances"|"Belkin F9M820V08 8 Outlet Surge"|"Small Box"|"0.56"|"2007-08-12 00:00:00"
"3335"|"23844"|"2007-06-12"|"Not Specified"|"42"|"937.62"|"0.03"|"Regular Air"|"187.2"|"21.78"|"5.94"|"Michael Granlund"|"41.0"|"Coon Rapids"|"55433"|"Minnesota"|"Central"|"Home Office"|"Office Supplies"|"Appliances"|"Holmes HEPA Air Purifier"|"Medium Box"|"0.5"|"2007-08-12 00:00:00"
"3336"|"23844"|"2007-06-12"|"Not Specified"|"11"|"33.02"|"0.08"|"Regular Air"|"8.4"|"3.15"|"0.5"|"Michael Granlund"|"41.0"|"Coon Rapids"|"55433"|"Minnesota"|"Central"|"Home Office"|"Office Supplies"|"Labels"|"Avery 520"|"Small Box"|"0.37"|"2007-07-12 00:00:00"
"3382"|"24132"|"2007-06-12"|"Low"|"4"|"31.01"|"0.03"|"Regular Air"|"-4.49"|"6.75"|"2.99"|"Justin Knight"|"41.0"|"Cedar Falls"|"50613"|"Iowa"|"Central"|"Corporate"|"Office Supplies"|"Binders and Binder Accessories"|"Wilson Jones DublLock D-Ring Binders"|"Small Box"|"0.35"|"2007-11-12 00:00:00"
"3383"|"24132"|"2007-06-12"|"Low"|"46"|"331.83"|"0.05"|"Regular Air"|"-101.25"|"7.1"|"6.05"|"Justin Knight"|"41.0"|"Cedar Falls"|"50613"|"Iowa"|"Central"|"Corporate"|"Office Supplies"|"Binders and Binder Accessories"|"Wilson Jones Hanging View Binder, White, 1\""|"Small Box"|"0.39"|"2007-06-12 00:00:00"
"3384"|"24132"|"2007-06-12"|"Low"|"22"|"446.46"|"0.04"|"Regular Air"|"-1.88"|"20.95"|"4.0"|"Justin Knight"|"41.0"|"Cedar Falls"|"50613"|"Iowa"|"Central"|"Corporate"|"Technology"|"Computer Peripherals"|"Fellowes Basic 104-Key Keyboard, Platinum"|"Small Box"|"0.6"|"2007-11-12 00:00:00"
"3385"|"24132"|"2007-06-12"|"Low"|"31"|"1252.89"|"0.05"|"Regular Air"|"339.75"|"39.06"|"10.55"|"Justin Knight"|"41.0"|"Cedar Rapids"|"52402"|"Iowa"|"Central"|"Corporate"|"Office Supplies"|"Binders and Binder Accessories"|"Ibico Recycled Linen-Style Covers"|"Small Box"|"0.37"|"7/13/12"
"3386"|"24132"|"2007-06-12"|"Low"|"12"|"47.79"|"0.04"|"Regular Air"|"-57.75"|"3.52"|"6.83"|"Justin Knight"|"41.0"|"Cedar Rapids"|"52402"|"Iowa"|"Central"|"Corporate"|"Office Supplies"|"Binders and Binder Accessories"|"Self-Adhesive Ring Binder Labels"|"Small Box"|"0.38"|"7/15/12"
"3387"|"24132"|"2007-06-12"|"Low"|"3"|"63.84"|"0.02"|"Regular Air"|"-47.97"|"15.51"|"17.78"|"Justin Knight"|"41.0"|"Cedar Rapids"|"52402"|"Iowa"|"Central"|"Corporate"|"Office Supplies"|"Storage & Organization"|"Tenex File Box, Personal Filing Tote with Lid, Black"|"Small Box"|"0.59"|"7/13/12"
"5605"|"39744"|"2007-06-12"|"Medium"|"6"|"63.61"|"0.01"|"Regular Air"|"7.59"|"10.06"|"2.06"|"Anne Pryor"|"41.0"|"Utica"|"13501"|"New York"|"East"|"Consumer"|"Office Supplies"|"Paper"|"Riverleaf Stik-Withit Designer Note Cubes"|"Wrap Bag"|"0.39"|"2007-08-12 00:00:00"
"5606"|"39744"|"2007-06-12"|"Medium"|"9"|"519.9535"|"0.0"|"Regular Air"|"-107.99"|"65.99"|"5.92"|"Anne Pryor"|"41.0"|"Utica"|"13501"|"New York"|"East"|"Consumer"|"Technology"|"Telephones and Communication"|""|"Small Box"|"0.55"|"2007-08-12 00:00:00"
"5607"|"39744"|"2007-06-12"|"Medium"|"41"|"5636.3075"|"0.04"|"Regular Air"|"1595.67"|"155.99"|"8.99"|"Anne Pryor"|"41.0"|"Utica"|"13501"|"New York"|"East"|"Consumer"|"Technology"|"Telephones and Communication"|"CF 688"|"Small Box"|"0.58"|"2007-07-12 00:00:00"
"6793"|"48416"|"2007-06-12"|"Not Specified"|"23"|"167.66"|"0.01"|"Regular Air"|"-15.48"|"6.68"|"4.91"|"Ken Dana"|"41.0"|"Butte"|"59750"|"Montana"|"West"|"Small Business"|"Office Supplies"|"Paper"|"Xerox 1986"|"Small Box"|"0.37"|"2007-08-12 00:00:00"
"8216"|"58727"|"2007-06-12"|"Medium"|"20"|"525.78"|"0.03"|"Regular Air"|"180.64"|"26.48"|"6.93"|"Vivian Mathis"|"41.0"|"Owings Mills"|"21117"|"Maryland"|"East"|"Home Office"|"Furniture"|"Office Furnishings"|"DAX Natural Wood-Tone Poster Frame"|"Small Box"|"0.49"|"2007-07-12 00:00:00"
"1419"|"10305"|"2007-07-12"|"Low"|"12"|"65.89"|"0.03"|"Regular Air"|"20.6"|"5.08"|"2.03"|"Julia Barnett"|"41.0"|"San Carlos"|"94070"|"California"|"West"|"Home Office"|"Furniture"|"Office Furnishings"|"Master Caster Door Stop, Brown"|"Wrap Bag"|"0.51"|"2007-12-12 00:00:00"
"1739"|"12480"|"2007-07-12"|"Medium"|"8"|"1187.01"|"0.0"|"Delivery Truck"|"-203.27"|"137.48"|"32.18"|"Steve Nguyen"|"41.0"|"Stow"|"44224"|"Ohio"|"East"|"Small Business"|"Furniture"|"Bookcases"|"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase"|"Jumbo Box"|"0.78"|"2007-08-12 00:00:00"
"2847"|"20513"|"2007-07-12"|"High"|"13"|"42.27"|"0.01"|"Express Air"|"4.56"|"2.84"|"0.93"|"Aaron Bergman"|"41.0"|"Anacortes"|"98221"|"Washington"|"West"|"Corporate"|"Office Supplies"|"Pens & Art Supplies"|"SANFORD Liquid Accent Tank-Style Highlighters"|"Wrap Bag"|"0.54"|"2007-08-12 00:00:00"
"5198"|"36932"|"2007-07-12"|"Low"|"20"|"668.8"|"0.04"|"Regular Air"|"92.34"|"33.89"|"5.1"|"Troy Blackwell"|"41.0"|"Lake Worth"|"33461"|"Florida"|"South"|"Home Office"|"Office Supplies"|"Storage & Organization"|"File Shuttle II and Handi-File, Black"|"Small Box"|"0.6"|"2007-12-12 00:00:00"
"5764"|"40902"|"2007-07-12"|"Low"|"25"|"192.18"|"0.02"|"Regular Air"|"-48.88"|"7.1"|"6.05"|"Susan Vittorini"|"41.0"|"Melrose Park"|"60160"|"Illinois"|"Central"|"Home Office"|"Office Supplies"|"Binders and Binder Accessories"|"Wilson Jones Hanging View Binder, White, 1\""|"Small Box"|"0.39"|"2007-09-12 00:00:00"
"7539"|"53894"|"2007-07-12"|"Critical"|"47"|"691.52"|"0.03"|"Regular Air"|"107.02"|"14.2"|"5.3"|"Cathy Armstrong"|"41.0"|"Southgate"|"48195"|"Michigan"|"Central"|"Consumer"|"Furniture"|"Office Furnishings"|"Coloredge Poster Frame"|"Wrap Bag"|"0.46"|"2007-08-12 00:00:00"
"7540"|"53894"|"2007-07-12"|"Critical"|"37"|"2756.17"|"0.04"|"Regular Air"|"-1561.72"|"71.37"|"69.0"|"Cathy Armstrong"|"41.0"|"Southgate"|"48195"|"Michigan"|"Central"|"Consumer"|"Furniture"|"Tables"|"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"|"Large Box"|"0.68"|"2007-08-12 00:00:00"
"7541"|"53894"|"2007-07-12"|"Critical"|"29"|"5159.3725"|"0.02"|"Express Air"|"1252.48"|"200.99"|"8.08"|"Cathy Armstrong"|"41.0"|"Southgate"|"48195"|"Michigan"|"Central"|"Consumer"|"Technology"|"Telephones and Communication"|""|"Small Box"|"0.59"|"2007-07-12 00:00:00"
"5265"|"37447"|"2007-08-12"|"Low"|"23"|"139.45"|"0.02"|"Regular Air"|"-137.49"|"5.81"|"8.49"|"Noel Staavos"|"41.0"|"Sanford"|"4073"|"Maine"|"East"|"Home Office"|"Office Supplies"|"Binders and Binder Accessories"|"Fellowes Black Plastic Comb Bindings"|"Small Box"|"0.39"|"2007-12-12 00:00:00"
